id,tanggal,platform,topik,teks,label
1302,2026-06-25,YouTube,MBG,"Gk usah membawa rakyat,kmu sudah kaya tpi gk pernah mau bantu yg susah disekitarmu",Negatif
1303,2026-06-25,YouTube,MBG,lu susah karna males wkwk,Negatif
1304,2026-06-25,YouTube,MBG,Yg senang mbg itu cecunguk koruptor,Negatif
1305,2026-06-25,YouTube,MBG,Klo duitnya dikasih ke ortunya .dipastikan Malah gak dipakai untuk peningkatan makan bergizi buat Anak dan tidak menimbulkan efek domino penggerak ekonomi.,Negatif
1306,2026-06-25,YouTube,MBG,ide hotmat? bro hotmat itu tetep dukung prabowo,Negatif
1307,2026-06-25,YouTube,MBG,"MBG agar di lanjutkan siswa sekolah sangat membutuhkan,orang kaya mah udah makmur",Netral
1308,2026-06-25,YouTube,MBG,"Gak usah MBG ,, sekolah gratis,,gaji guru naik,,,kuliah murah bagi otaknya yg brilian ,, itu aja juga bagus daripada MBG ,,uangnya tiap hari buat gemuk para koruptor aja",Positif
1309,2026-06-25,YouTube,MBG,MBG waktu kampanye tdk dijanjikan kenapa ngotot. Rakyat milih tertipu.,Negatif
1310,2026-06-25,YouTube,MBG,"Anggota dewan juga tidak peka terhadap bencana alam di Sumatra dan di sulut dll,mereka enak gaji DPR naik,tapi tidak pro rakyat,terbukti program Pak Prabowo Subianto dan mas Gibran mengawal MBG tidak di dukung,padahal MBG untuk rakyat miskin yang tidak mampu menikmati makanan dgn gizi baik",Negatif
1311,2026-06-25,YouTube,MBG,"Betul itu DPD , MBG ladang korupsi  ,tdk produktif ,pmborosan"". MBG boleh jika negara ini sudah ""MAPAN"" ,sedangkn negara masih morat marit ekonominy ,semua anggaran APBD d pangkas separo jg hny utk MBG  & MBG boleh ttp  khusus utk daerah2 tertinggal ,daerah2 miskin"", itu baru bener...",Negatif
1312,2026-06-25,YouTube,MBG,MBG itu bagus yang buat jelek pejabat yang korupsi,Negatif
1313,2026-06-25,YouTube,MBG,Bohong PK Purbaya Prabowo GK cerdas tp tolol,Negatif
1314,2026-06-25,YouTube,MBG,"Mbg hanya pake telor, bikin cerdas? Yg cerdas para koruptor😂😂😂😂",Negatif
1315,2026-06-25,YouTube,MBG,ACEH DAN PADANG TIDAK MEMILIH PRABOWO JUGA TIDAK MEMILIH JOKOWI KETIKA PILPRES JOKOWI DAN PRABOWO SELALU KALAH DI ACEH DAN PADANG KARENA WARGA ACEH DAN PADANG ANTI JAWA DARI JAMAN SUHARTO,Negatif
1316,2026-06-25,YouTube,MBG,Prabowo yg bertanggung jwb dunia akhirat soal MBG...tunggu azab dari Allah,Negatif
1317,2026-06-25,YouTube,MBG,"MBG membuat generasi anak bangsa memiliki IQ tinggi-pintar pintar, ini yg ditakutkan SOROS. jika dialihkan yg mirip dgn konsep BLT maka kemunduran bagi Indonesia. TDK akanmemajukan dlm kecerdasan bangsa. Berilah saranpositif bagaimana pengelolaan MBG lebih baik.",Negatif
1318,2026-06-25,YouTube,MBG,MEREKA IRI MELIHAT ORANG MEMBANTU RAKYAT MISKIN,Negatif
1319,2026-06-25,YouTube,MBG,Dari partai mana tuh orang bego,Negatif
1320,2026-06-25,YouTube,MBG,Stop MBG Krn lahan korupsi,Negatif
1321,2026-06-25,YouTube,MBG,Tutup MBG bagus bapak,Positif
1322,2026-06-26,YouTube,MBG,hentikan MBG  gak guna,Negatif
1323,2026-06-25,YouTube,MBG,"Mosok,yg kmu ikuti kampanya nya siapa 2024 kemarin",Negatif
1324,2026-06-26,YouTube,MBG,"Ibaratnya kita titip uang 100rb tp kita cuma diberi 20rb sisanya buat penitipan dan teman""nya..
Org yg protes ini ngerti harusnya kita punya 100rb itu klo bisa kembali 100rb syukur"" berbunga jd lbh",Negatif
1325,2026-06-26,YouTube,MBG,MBG bukan hanya untuk rakyat miskin tapi rakyat menengah dan keatas pun tetap terima MBG di sekolah-sekola,Negatif
1326,2026-06-25,YouTube,MBG,Nih orang dr Satuan Penjilat Prabowo Gibran. Jilat tuh sampai bersih. Jgn jilat bersih uang pajak rakyat.,Negatif
1327,2026-06-25,YouTube,MBG,@pipitfitriyawati772  emang lu bayar pajak? lu lupa ya kalo indonesia tanpa sda bukan apa apa? wwkw,Netral
1328,2026-06-25,YouTube,MBG,"MBG cocok hanya murid yang tidak mampu atau daerah terpencil.....

Ini semua murid biar sekolah kaya d ksh jg MBG,, bagaimana mda jebol keuangan negara",Negatif
1329,2026-06-25,YouTube,MBG,Ini ini ini pemikiran yang blo on harusnya buat menciptakan lapangan pekerjaan biar tidak ada lagi kelaparan.Juga tidak ada korupsi yg buat rakyat muak.Goblok,Negatif
1330,2026-06-25,YouTube,MBG,Termul ya apa saudara sppg,Netral
1331,2026-06-25,YouTube,MBG,"kau ini sebenarnya ngomong asal jeplak
dan kupastikan kau ini idiot",Negatif
1332,2026-06-25,YouTube,MBG,"Iq tinggi pintar2 bijimane?ada mbg dan gak ada mbg juga gak ada ngaruhnya buat bikin iq tinggi dan pintar2,,klw mau iq tinggi dan pintar2,noh pendidikan di tingkatkan bukan makan melulu.",Positif
1333,2026-06-25,YouTube,MBG,@JohnBon-i2p   sama halnya lu doa kaya tapi lu gk usaha wwkwk lu makan gizi tapi lu gk belajar. mbg ladang korupsi harus di hentikan? sama halnya semua program pemerintah seperti haji juga korup harus di hentikan,Negatif
1334,2026-06-25,YouTube,MBG,MBG pakai uang rakyat. Siapa yg bantu orang miskin? kecuali pakai uang pribadi Prabowo & Gibran.,Negatif
1335,2026-06-25,YouTube,MBG,@pipitfitriyawati772  mbg pakai uang rakyat? negara lu tanpa sda bukan apa apa wkwk,Negatif
1336,2026-06-25,YouTube,MBG,MBG masih dalam percobaan jadi kalau ada yg salah wajar,Negatif
1337,2026-06-25,YouTube,MBG,​ @antek_antek_dajjal kuntul,Netral
1338,2026-06-25,YouTube,MBG,​ @antek_antek_dajjal wajar korupsi😂,Negatif
1339,2026-06-26,YouTube,MBG,BANG HOTMAN KEMBALIKAN UANG MBG ITU  UNTUK HAJI PARA GURU ONORER DI INDONESIA ALLAHHU AKBAR,Negatif
1340,2026-06-26,YouTube,MBG,Susah kalau bgtu... Mereka gak bisa korupsi.,Negatif
1341,2026-06-26,YouTube,MBG,Betul pak setujuu,Negatif
1342,2026-06-26,YouTube,MBG,Sangat Setuju....Baru tepat sasaran.,Positif
1343,2026-06-26,YouTube,MBG,Setuju banget ini....jadi orang lebih ngerti yg pah maonya anak ..KLO MBG kan blm tentu anak tsb selera nya sama,Positif
1344,2026-06-26,YouTube,MBG,Mantap bg...,Positif
1345,2026-06-26,YouTube,MBG,setuju pk hotman ganti dengan rupiah tunai aja.langsung ke rekening org tua masing2..gk bs di korupsi tuh,Negatif
1346,2026-06-26,YouTube,MBG,"Kalo uang diserahkan ke ortu nya... Tdk akan dibelikan semua utk anaknya, biasanya utk belanja lainnya, ada juga yg utk judol, beli rokok, nyahur hutang dll, kalo lewat selolahan akn dipotong oleh guru nya",Negatif
1347,2026-06-26,YouTube,MBG,Sangat setuju.pak.,Negatif
1348,2026-06-26,YouTube,MBG,Uang nya di beli kan paket data 😂,Netral
1349,2026-06-26,YouTube,MBG,"Bukan ide baru, ahok sdh pernah ngomong.",Negatif
1350,2026-06-26,YouTube,MBG,"Setuju, Krn KLO ttp bertahan dgn MBG makanan, khawatir Prabowo tenggelam dengan program unggulannya itu, Krn terlalu bnyk celah ruang korupsinya ketimbang manfaatnya.",Negatif
1351,2026-06-26,YouTube,MBG,"Setuju ,dari pada di kasih makan GK di makan,lha GK enak masakan nya,",Positif
1352,2026-06-26,YouTube,MBG,Betul betul betul  anak sd smp ibu hamil dan bayi,Negatif
1353,2026-06-26,YouTube,MBG,MANTAP BRO HOTMAN. Bravo,Negatif
1354,2026-06-26,YouTube,MBG,"Setuju sekali,lebih bermanfaat dan minim uang dimaling para koruptor biadab",Positif
1355,2026-06-26,YouTube,MBG,Bapa Prabowo itu sedang mengentaskan pengangguran melalui mbg ini. Mbg adalah peluang bagi NKRI untuk membantu rakyat jika perang dunia ke 3 terjadi. Jadi sebaiknya jngn diganti uang mending diganti yg korupsinya saja .,Negatif
1356,2026-06-26,YouTube,MBG,Kalo mbg diganti uang nanti para pekerja yg menyiapkan mbg pada nganggur dong bang?!,Negatif
1357,2026-06-26,YouTube,MBG,kalau memang negara mau ngasih makan rakyatnya bagikan saja uangnya kalau dibagikan uangnya setiap orang atau setiap warga negara bisa mendapatkan lebih dari 10jt pertahunnya bisa buat makan seharian gak gak cuma makan 1 kali sehari,Positif
1358,2026-06-26,YouTube,MBG,Betuuullll  sekali setuju,Negatif
1359,2026-06-26,YouTube,MBG,Usilan ini baru benar,Negatif
1360,2026-06-26,YouTube,MBG,Belum. Tentu. Orang. Tuanya. Faham. Mengenai. Gizi. Dan. Bagaimana. Cara. Auditnya,Negatif
1361,2026-06-26,YouTube,MBG,Setuju...kerna orang tua yang tahu gizi untuk anaknya. Orang tua tak mungkin memberikan yg tidak baik untuk anaknya.,Positif
1362,2026-06-26,YouTube,MBG,Sangat setuju pak Hotman paris,Positif
1363,2026-06-26,YouTube,MBG,"Solusi 
Langsung bentuk uang ke orangtua. Itu bagus. 

Kasus orangtua mempergunakan ke hal lain itu jarang. Karna gk ada orang tua gk ngasih makan anaknya.",Positif
1364,2026-06-25,YouTube,MBG,"betul sekali kata bang hotman,lebih baik di serahkan orang tua,dan orang tua wajib membawakan bekal anaknya setiap hari .karna orang tua lebih tau yg baik buat anaknya .",Positif
1365,2026-06-25,YouTube,MBG,"Betul pendapat Hotman. 
Akan tetapi Pak Wowo apa  menanggapi.",Negatif
1366,2026-06-25,YouTube,MBG,Habis buat rokok bapaknya lah 😂,Negatif
1367,2026-06-25,YouTube,MBG,BETUL BANGET ☝🏻,Negatif
1368,2026-06-25,YouTube,MBG,Kalo di kelola dapur menu segitu yg gizi yg punya dapur,Positif
1369,2026-06-25,YouTube,MBG,Yg udah bangun dapur MBG pasti akan menentang nya.,Negatif
1370,2026-06-25,YouTube,MBG,sangat setuju ...,Negatif
1371,2026-06-25,YouTube,MBG,terimakasi pa hotman paris,Positif
1372,2026-06-25,YouTube,MBG,"Bosss.... 
DPR nanti Ribut.... 
Karna tak dapat tannnn... 
Pakek lahhhh OtAk Bossss... 
Merdekkkaaaa...",Negatif
1373,2026-06-25,YouTube,MBG,Tom.anjeri..siapa.yang.cepet.itu..yang.dapat..?,Negatif
1374,2026-06-25,YouTube,MBG,Itu bukan bantuan gizi pak kalo berbentuk uang belom tentu jadi makanan bergizi malah uang nya pake bayar pinjol😂,Negatif
1375,2026-06-25,YouTube,MBG,Setuju om❤❤❤,Negatif
1376,2026-06-25,YouTube,MBG,Setujuuuu banget,Positif
1377,2026-06-25,YouTube,MBG,Banyak yg bundir bg yg punya titik sppg 😂,Netral
1378,2026-06-25,YouTube,MBG,Byk orang pengangguran p,Negatif
1379,2026-06-25,YouTube,MBG,MBG.  Itu. Banyak. Bocor.  Bantuan Gisi. Ke seluruh. Rakyat.  Yang npunya. Tabungan. Di. Bank. Baru. Tidak. Di beri. Yang. Tidak. Punya. Tabungan di bank. Di. Beri semua. Belanjanya. Di koperasi. Agar. Tidak bocor. Dan koperasi. Akan berjalan. Itu. Lebih. Efektif dan mengena. Di. Masyarakat.  Atau. Tiap. KK. Kelas. Menengah ke bawah.,Negatif
1380,2026-06-25,YouTube,MBG,Pak Hotman anda berpendapat salah kalau uang di berikan ke orang tua nya itu salah besar . Kalau uang di berikan ke orang tua nya tidak mungkin di belikan ke gizi anak nya dan manfaat tidak ke orang banyak .,Negatif
1381,2026-06-25,YouTube,MBG,betul saya sokong pak,Negatif
1382,2026-06-25,YouTube,MBG,Cocok & akor. Dengan sarat para penrima bikin rekening.,Negatif
1383,2026-06-25,YouTube,MBG,Kalau di ganti uang ngga bisa di korupsi,Negatif
1384,2026-06-25,YouTube,MBG,Solusi yg pernah di usulkan Ahok,Netral
1385,2026-06-25,YouTube,MBG,Mohon di dengar pak Prabowo saran dan masukan dari pak hotman❤❤❤,Netral
1386,2026-06-25,YouTube,MBG,"Pak Hotman pasti belum pernah turun dan hidup di lingkungan orang tak mampu. Kalau MBG diganti uang, saya nggak yakin akan jadi gizi buat anak anak dan ibu hamil. Uangnya dapet, makannya tetep mie instant! Bukanya minum susu tapi dikasih teh! Kalau terjadi seperti itu apa tujuan membuat anak anak pintar karena dapat gizi tepat sasaran? Kecuali ada pengawasan langsung ke rumah penerima uang MBG, setiap hari cek menu makanan bergizi nya!",Negatif
1387,2026-06-25,YouTube,MBG,"Bah, udh gak tau diri si hotman bah",Negatif
1388,2026-06-25,YouTube,MBG,"Hayooo Bang bujuk terus masyarakat pasti setuju bgt,",Positif
1389,2026-06-25,YouTube,MBG,Inisi ajarin orang miskin jadi korupsi bang hotman,Negatif
1390,2026-06-25,YouTube,MBG,Lumayan buat bayar bank emok dan kosmetik😊😊😊,Positif
1391,2026-06-25,YouTube,MBG,Ini adalah pemikiran yg betul dan logika tapi para pejabat ya pening kalau programnya sistemnya betul maunya pejabat program yg gak betul alias haram itu yg dia suka,Negatif
1392,2026-06-25,YouTube,MBG,Sangat setuju sekali❤❤❤,Negatif
1393,2026-06-25,YouTube,MBG,Makasih bang hotman sudah berani bersuara untuk kebaikan 🎉 anda memang pengacara terbaik 🎉,Positif
1394,2026-06-25,YouTube,MBG,Betul kt bg hotman.,Negatif
1395,2026-06-25,YouTube,MBG,BETUL BAPAK HOTMAN KAMI SUKUNG ITU,Negatif
1396,2026-06-25,YouTube,MBG,Dipastikan uangnya untuk keperluan lainnya,Negatif
1397,2026-06-25,YouTube,MBG,yg ada uang nya buat byr utang,Netral
1398,2026-06-25,YouTube,MBG,YAKIN USULAN DITOLAK.  NGGAK ADA YG DI KORUPSI DONG ???,Negatif
1399,2026-06-25,YouTube,MBG,"Setuju Banget Bang Hotman 
Lebih Hemat Lagi
Tidak usah sewa Bangunan 
Tidak banyak Bayar Pekerja
Minim dikorupsi 
Karena sudah Tercantum Angkanya",Positif
1400,2026-06-25,YouTube,MBG,Ekonomi petani dan nelayan gk kebantu,Netral
1401,2026-06-25,YouTube,MBG,SETUJU BAPAK HOTMAN,Negatif
1402,2026-06-25,YouTube,MBG,"setuju mbg di ganti uang ,mungkin di setujui jika  yg usul  minimal 50% rakyat ri , kalau yg usul si Hotman mungkin di bilang interfensi alias  tuman",Negatif
1403,2026-06-25,YouTube,MBG,"Kmi dukung PK Hotman,,,yg setuju beri komentar,,,💪💪💪",Netral
1404,2026-06-25,YouTube,MBG,Sangat setuju,Negatif
1405,2026-06-25,YouTube,MBG,MBG KL tidak ikuti bank Hotman  berati benar2  hy untuk ajang korupsi,Negatif
1406,2026-06-25,YouTube,MBG,"Betul.itu.. auto daya beli naik itu.. karna tiap orang tua pegang 
Uang.. klu sekarangbyg pegang uang cuma segelintir pemilik sppg",Negatif
1407,2026-06-25,YouTube,MBG,"Bentuk cess 
Eee yang pastinya buat nges looot",Positif
1408,2026-06-25,YouTube,MBG,Mbg seakan menghancurkan ekonomi bangsa sendiri ini bahaya kalo tidak di setop ini bisa 2anggaran negara yg sangat besar bisa hancur,Negatif
1409,2026-06-25,YouTube,MBG,Kalo ekonomi rakyat turun terus ini bisa2runtu dan bubar dan bisa2setip bayar pajak dari pada ekonomi rakyat hancur,Negatif
1410,2026-06-25,YouTube,MBG,"Bukan perkara uang & gizi anak bang, fungsi dapur2 ini kedepannya bisa dialihfungsikan sebagai titik distribusi makanan Seandainya ada bencana alam / peperangan.",Positif
1411,2026-06-25,YouTube,MBG,Bung Hot.. orng desa dn awam itu mana tau makanan bergizi menunya sprti apa bung?,Negatif
1412,2026-06-25,YouTube,MBG,Gk bisa dikorupsi man hotman,Negatif
1413,2026-06-25,YouTube,MBG,"Sy ga setuju MBG diganti dgn uang karena nanti uang tsb pasti akn digunakan oleh orang tuanya si ank itu duitnya akn dipakai beli rokok,dipakai kondang,dipakai beli BBM  dipakai judol dll.?",Negatif
1414,2026-06-25,YouTube,MBG,"Kaalau pakai uang bisa untuk judol dan beli rokok, kalau mbg bisa buka lapangan kerja baru. Petani peternak pedagang dapat manfaatnya",Positif
1415,2026-06-25,YouTube,MBG,Nah ini baru bener kasih uang tunai aja ke orang tuanya. Jadi ga usah ada proyek proyek sppg,Negatif
1416,2026-06-25,YouTube,MBG,Susah didenger orng dah pada kongkalikong 😂😂😂,Negatif
1417,2026-06-25,YouTube,MBG,"Saya setuju dengan pemikiran hormat....
Lalu pekerja MBG dipikirkan juga...
Punya solusi sampai tuntas jangan ngantung...gitu.",Negatif
1418,2026-06-25,YouTube,MBG,kasihan petani sama pekerja sppg,Negatif
1419,2026-06-25,YouTube,MBG,"Lebih baik begitu. Jadi tdk akan ada korup N tdk memusingkan. Ortu lebih tau Gizi Anak. ❤❤ P Ahok, juga dari Awal bilang uang nya ksh ke Ortunya❤❤",Positif
1420,2026-06-25,YouTube,MBG,Betul banggg,Negatif
1421,2026-06-25,YouTube,MBG,"Nanti uangnya dipakai beli makanan yg tidak sesuai dengan yg mereka makan seperti program MBG,kalaian dikota selalu makan daginh, telur, dan munum susu, kalau kita yg dkampung kembali
makan seperti tahun2 yg lalu bahkan pulang sekolah baru makan, maka  makanan pokok sesuai daerah, enak bica dan usul tapi tidak tahu bagaimana rasanya makan makanan yg enak separti yg dikasi oleh pemeritah MBG",Negatif
1422,2026-06-25,YouTube,MBG,Kali ini saya setuju bang ...kasih dalam bentuk bantuan gizi dan siswa wajib bawa bekal ke sekolah.....ini baru top .....,Positif
1423,2026-06-25,YouTube,MBG,Rakyat pasti senang,Positif
1424,2026-06-25,YouTube,MBG,Setuju... Bang Hotman Negaraaan,Negatif
1425,2026-06-25,YouTube,MBG,Masuk pak e. Program unggulan tetap berjalan. Dan korupsi diperkecil. Biar ibu ibu yg beli langsung ke supplier petani dan pedagang langsung. Daripada dikorupsi,Negatif
1426,2026-06-25,YouTube,MBG,"Buat bangun gedung mbg nya belum pulang modal pak, oknum  punya pemilik gedung rugi doooong😅",Negatif
1427,2026-06-25,YouTube,MBG,Itu nama nya enggak ada per putaran ekonomi...,Netral
1428,2026-06-25,YouTube,MBG,Rakyat kita ga siap pegang uang.. 😂,Negatif
1429,2026-06-25,YouTube,MBG,❤❤❤❤❤❤ bang hotman pengacara kereennnnn hotman bijaksana pemikiranya,Positif
1430,2026-06-25,YouTube,MBG,"MBG sulit dihentikan karena Keuntungannya  sangat besar bagi pemilik dapur dan pemilik dapur MBG banyak dikuasai oleh penjabat, DPR, polisi, TNI dan parpol Koalisi.",Positif
1431,2026-06-25,YouTube,MBG,Bener jg bang hotman kereen pemikirannya fress.....ayo bang lanjutkan nasihat mu,Positif
1432,2026-06-25,YouTube,MBG,"Pak, Hotman, buat gagasan ,itu bagus..",Positif
1433,2026-06-25,YouTube,MBG,"Betul itu,Pak, Bapak Peduli Ke Anak didik.",Negatif
1434,2026-06-25,YouTube,MBG,Setuju bang sangat bagus,Positif
1435,2026-06-25,YouTube,MBG,Setuju biar bisa buat byr spp,Netral
1436,2026-06-25,YouTube,MBG,gK bakal di dengrin pak hotman sma pak wowo nasehat ya,Netral
1437,2026-06-25,YouTube,MBG,S7 banget BG Hotman 👍❤️,Positif
1438,2026-06-25,YouTube,MBG,"Saya setuju,, bang",Positif
1439,2026-06-25,YouTube,MBG,Sya kepala keluarga  kecil pak Hotman Paris...Setuju di nominalkan saja...biar orang tua yg ngurus,Netral
1440,2026-06-25,YouTube,MBG,Sehat terus pak Hotman Paris.. emang benar',Positif
1441,2026-06-25,YouTube,MBG,"Ada ada aja ini abangku,udah bener dikasih makan gratis bang.bisa menampung banyak tenaga kerja.",Positif
1442,2026-06-25,YouTube,MBG,Setuju ito yng benar...❤,Positif
1443,2026-06-25,YouTube,MBG,Rakyat gak butuh bantuan uang maupun MBG Bang Hotman .yang rakyat butuh kan .gratis kan pajak2 murah kn sembako.percuma bang di bantu Uang kalau ujung2 nya semua harga di naikan .,Positif
1444,2026-06-25,YouTube,MBG,Ini saran yg bagus,Positif
1445,2026-06-25,YouTube,MBG,"Mantap......ini yg pas,saya dukung pak Hotman Paris,maju terus..... perjuangkan rakyat bawah",Positif
1446,2026-06-25,YouTube,MBG,Untuk pendapat Pa Bos yg baik ini sepertinya bakalan di skip....Sehat-sehat terus Pa Bos,Positif
1447,2026-06-25,YouTube,MBG,Nanti nggak bisa maling,Negatif
1448,2026-06-25,YouTube,MBG,Jgn dungu Hotman kalau Sudah bentuk uang itu uang bisa bayar cicilan pinjaman leasing..liat jugaa emak ema sekarang malas bangun pagi-pagi berangkat sekolah aja pada ribut pada kesiangan,Negatif
1449,2026-06-25,YouTube,MBG,sumpah saya g setuju Ama ide Hotman Paris itu g ngebantu rakyat,Negatif
1450,2026-06-25,YouTube,MBG,saya g setuju Ama ide Hotman paris,Negatif
1451,2026-06-25,YouTube,MBG,jadi rakyat bisa kerja klu ada mbg,Netral
1452,2026-06-25,YouTube,MBG,sangat sangat setujuuu.... ayo bang suarakan.,Negatif
1453,2026-06-25,YouTube,MBG,udah benar mbg,Negatif
1454,2026-06-25,YouTube,MBG,uang mah udah ada PIP udah ada PKH bpnt,Netral
1455,2026-06-25,YouTube,MBG,Kali ini saya setuju sama abang  👍🥰,Positif
1456,2026-06-25,YouTube,MBG,Mantab josssss❤❤❤❤ para pejabat nangis semua setelah ini dapur dapur MBG tutup semua dipakai tempat nikahan saja,Negatif
1457,2026-06-25,YouTube,MBG,"setuju sekali dengan usul bang paris hotman,
sangat pas di ganti uang bantuan.
dari pada pada makanan anak-anak kita gak ada yang mau makan.
ini faktanya..",Positif
1458,2026-06-25,YouTube,MBG,mantap setuju bg oman,Positif
1459,2026-06-25,YouTube,MBG,"Tidak setuju, tetap lanjutkan 


Korupsinya",Negatif
1460,2026-06-25,YouTube,MBG,Setuju ini baru bener jadi ga ada korupsi.,Negatif
1461,2026-06-25,YouTube,MBG,kehilangankalou mbg  pakey uang orang yangkerja di mbg  nganggur,Negatif
1462,2026-06-25,YouTube,MBG,kalou mbg  pakey uang orang yangkerja di mbg  nganggur,Negatif
1463,2026-06-25,YouTube,MBG,mangpastnya  mengerjakan orang nganggur bisa kerja di  mbg,Netral
1464,2026-06-25,YouTube,MBG,pa prabowo jangan direspon  katakan oleh persiden  mbg mengursngi   masarakat nganggur bisa kerja di mbg,Negatif
1465,2026-06-25,YouTube,MBG,Setuju.semua pada mahal😢😢😢,Negatif
1466,2026-06-25,YouTube,MBG,kalou dikasih uang k orangtua pakey setor pnm,Netral
1467,2026-06-25,YouTube,MBG,pahotman kslou dikasih uang  pasti cuman pake jajan  mangpastnya  mbg kasih makan  mengurangi pengangguran ngartiga pa hotman  mengurangi masarakart nganggur bisakerja di mbg  disekolah pahi2 belummskan anak2 di sekolah waktu istirahat bisa makan  sama22 disekolah  biar ada masarakatyang bisakerja,Positif
1468,2026-06-25,YouTube,MBG,Siiip pak hotman itu lebih bijak krn makanan yg langsung dr dapur mbg ada yg layak makan,Positif
1469,2026-06-25,YouTube,MBG,"Yg bener begitu kasih duit, 
tapi kan si gembrot gak terima, karena MBG usaha para garong berkedok partai.",Negatif
1470,2026-06-25,YouTube,MBG,"1000000000 % setuju bang Hotmas, ide cerdas, cemerlang, ...memutus rantai KKN, dan memperkaya diri.",Positif
1471,2026-06-25,YouTube,MBG,2029 aq yakin akan menang lagiiii. Kalau lgsung kasih uang ke walimurid,Positif
1472,2026-06-25,YouTube,MBG,UDAH GAK MEMPAN WOWOXXX DAH SOMBONG MERASA PALING BENER MULIA. JADI GAK BUTUH NASEHAT DAN PENDAPAT RAKYAT.,Positif
1473,2026-06-25,YouTube,MBG,Mantap kali BG...saya sangat setuju,Positif
1474,2026-06-25,YouTube,MBG,Iya janan di sekolah rame lagi,Negatif
1475,2026-06-25,YouTube,MBG,bang hotman sedang taruhan nii yee,Netral
1476,2026-06-25,YouTube,MBG,Mantap pak Hotman Paris 👍👍👍👍👍👍👍👍,Positif
1477,2026-06-25,YouTube,MBG,itu yg tepat pak,Positif
1478,2026-06-25,YouTube,MBG,"Setuju Bang. Sesuai pemikiran sja, jd yg berisiko dan masuk kriteria kurang mampu adl penerimanya.",Positif
1479,2026-06-25,YouTube,MBG,Setuju pak Hotman.  Cuma waspada noh tuyul tuyul MBG sdg memantau . Sdg cari cela buat nyolong anggaran😅,Negatif
1480,2026-06-25,YouTube,MBG,SETUJU dengan USUL  HOTMAN . . 👍👍,Negatif
1481,2026-06-25,YouTube,MBG,Mantafff tul tul,Positif
1482,2026-06-25,YouTube,MBG,Ntar buat beli rokok bapaknya?????,Negatif
1483,2026-06-25,YouTube,MBG,"mantap pak Hotman Paris lebih jelas lagi,kami dukung rakyat pak..",Positif
1484,2026-06-25,YouTube,MBG,BILA DI GANTI UANG TIDAK BISA DI KORUPSI BANG HOTMAN......JANGAN MIMPI......😂😂,Negatif
1485,2026-06-25,YouTube,MBG,Kalau beliau tak punya kepentingan politik untuk pilpres 2029 dia pasti setuju dengan masukan itu,Positif
1486,2026-06-25,YouTube,MBG,Saat baca dari sikap prilaku nya.,Negatif
1487,2026-06-25,YouTube,MBG,betul pak kalok di lanjutkan maka koropsi semngkin pinter sampe dapur di kampung pun bisa koropsi,Negatif
1488,2026-06-25,YouTube,MBG,"Ya Alloh... Lindungilah kami bangsa Indonesia, lindungilah para pemimpin bangsa Indonesia dan seluruh rakyat Indonesia.

MBG sangat bagus dan sangat bermanfaat untuk masyarakat kecil",Positif
1489,2026-06-25,YouTube,MBG,Langsung Gassssssss pak Hotman,Netral
1490,2026-06-25,YouTube,MBG,"Lihat dulu bansos yg nyampek ke masyarakat berapa rupiah,pihak bansos banyak yg korup",Negatif
1491,2026-06-25,YouTube,MBG,"orang konoha memang kurang gizi tapi b ukan berati kurang makan atau ngga makan yg ada uang kami dimakan pajak,,sama jg mbg uang kami di makan elit politik,,saya setuju kali ini dengan mr.hotman",Negatif
1492,2026-06-25,YouTube,MBG,klo uang cash se tidaknya ga di korup sama pejabat 😀,Negatif
1493,2026-06-25,YouTube,MBG,Setuju diganti dengan uang,Negatif
1494,2026-06-25,YouTube,MBG,"MAU LAPOR KE POLISI, POLISI PUNYA DAPUR, MAU LAPOR KE TNI, TNI PUNYA DAPUR, MAU LAPOR KE DPR, DPR PUNYA DAPUR, MAU LAPOR KE MUI, ADA YG RANGKAP JABATAN, KLU DI BERIKAN UANG GMNA YG DEMO APA AKAN RIBUT YG PUNYA DAPUR 😂 , MASYARAKAT HARUS MEMBUBARKAN PROGRAM MBG SECARA SERENTAK ITU LAHAN BASAH KORUPSI, BUANG BUANG ANGGARAN",Negatif
1495,2026-06-25,YouTube,MBG,in baru benar.. biar gk kena korupsi,Negatif
1496,2026-06-25,YouTube,MBG,"diganti uang, yg udah-udah aja gitu cerita nya..?",Negatif
1497,2026-06-25,YouTube,MBG,Hlaaaa.... Ini 👍👍 .... PIKIRRRRRRRR 😀😀😀😀😀 pemutusan mata rantai untuk para KORUPTOR,Negatif
1498,2026-06-25,YouTube,MBG,Saya sarankan MBG TUTUP TOTAL BAPAK KENAL SAYA KAN😂😂😂,Negatif
1499,2026-06-25,YouTube,MBG,"Mohon Maaf Bang, Saya SANGAT SETUJU 😁",Positif
1500,2026-06-25,YouTube,MBG,"setuju bang hot,,,, yg tdk setuju cuma org yg punya Dapur, tapi selain itu semua se777777777777",Positif
1501,2026-06-25,YouTube,MBG,"Kalau saya setuju tapi untuk pertumbuhan ekonomi gagal dan untuk menampung tenaga kerja gagal juga
Perekonomian gak jalan",Negatif
1502,2026-06-25,YouTube,MBG,sangat setuju pak Hotman,Positif
1503,2026-06-25,YouTube,MBG,"Seluruh rakyat Indonesia pasti se7 kalau bantuan ini berwujud uang,",Negatif
